    DATA    |   HORA   | DESCRIÇÃO 
 30/06/2011 | 11:27:09 | >>> INICIANDO O PROCESSAMENTO DO APA
 30/06/2011 | 11:50:42 | >>> INICIANDO O PROCESSAMENTO DO APA
 30/06/2011 | 14:53:32 | Gerando e-mail para: Manuel Marques...
 30/06/2011 | 14:54:37 | Verificando Processos abertos no período de: 1 dias...
 30/06/2011 | 14:59:18 | Processos abertos no período: 110
 30/06/2011 | 15:00:18 | Gravando e-Mail automático...
 30/06/2011 | 15:03:07 | Gravando data do aviso no parâmetro.
 30/06/2011 | 15:05:05 | >>> FINALIZANDO O PROCESSAMENTO DO APA
 30/06/2011 | 15:14:54 | >>> INICIANDO O PROCESSAMENTO DO APA
 30/06/2011 | 15:14:57 | Gerando e-mail para: Manuel Marques...
 30/06/2011 | 15:14:57 | Verificando Processos abertos no período de: 1 dias...
 30/06/2011 | 15:14:57 | Processos abertos no período: 112
 30/06/2011 | 15:14:57 | Gravando e-Mail automático...
 30/06/2011 | 15:14:57 | Gravando data do aviso no parâmetro.
 30/06/2011 | 15:14:57 | >>> FINALIZANDO O PROCESSAMENTO DO APA
 30/06/2011 | 17:02:49 | >>> INICIANDO O PROCESSAMENTO DO APA
 30/06/2011 | 17:02:52 | Gerando e-mail para: Manuel Marques...
 30/06/2011 | 17:02:52 | Verificando Processos abertos no período de: 1 dias...
 30/06/2011 | 17:02:52 | Processos abertos no período: 115
 30/06/2011 | 17:02:52 | Gravando e-Mail automático...
 30/06/2011 | 17:02:52 | Gravando data do aviso no parâmetro.
 30/06/2011 | 17:02:52 | Gerando e-mail para: Maria Eduarda...
 30/06/2011 | 17:02:52 | Verificando Processos abertos no período de: 1 dias...
 30/06/2011 | 17:02:52 | Processos abertos no período: 115
 30/06/2011 | 17:02:52 | Gravando e-Mail automático...
 30/06/2011 | 17:02:52 | Gravando data do aviso no parâmetro.
 30/06/2011 | 17:02:52 | Gerando e-mail para: Manuel Marques...
 30/06/2011 | 17:02:52 | Verificando Processos abertos no período de: 1 dias...
 30/06/2011 | 17:02:53 | Processos abertos no período: 115
 30/06/2011 | 17:02:53 | Gravando e-Mail automático...
 30/06/2011 | 17:02:53 | Gravando data do aviso no parâmetro.
 30/06/2011 | 17:02:53 | Gerando e-mail para: Maria Eduarda...
 30/06/2011 | 17:02:53 | Verificando Processos abertos no período de: 1 dias...
 30/06/2011 | 17:02:53 | Processos abertos no período: 115
 30/06/2011 | 17:02:53 | Gravando e-Mail automático...
 30/06/2011 | 17:02:53 | Gravando data do aviso no parâmetro.
 30/06/2011 | 17:02:53 | Gerando e-mail para: Manuel Marques...
 30/06/2011 | 17:02:53 | Verificando Processos abertos no período de: 1 dias...
 30/06/2011 | 17:02:53 | Processos abertos no período: 115
 30/06/2011 | 17:02:53 | Gravando e-Mail automático...
 30/06/2011 | 17:02:53 | Gravando data do aviso no parâmetro.
 30/06/2011 | 17:02:53 | Gerando e-mail para: Maria Eduarda...
 30/06/2011 | 17:02:53 | Verificando Processos abertos no período de: 1 dias...
 30/06/2011 | 17:02:54 | Processos abertos no período: 115
 30/06/2011 | 17:02:54 | Gravando e-Mail automático...
 30/06/2011 | 17:02:54 | Gravando data do aviso no parâmetro.
 30/06/2011 | 17:02:54 | >>> FINALIZANDO O PROCESSAMENTO DO APA
 30/06/2011 | 17:44:04 | >>> INICIANDO O PROCESSAMENTO DO APA
 30/06/2011 | 17:44:04 | Gerando e-mail para: Manuel Marques...
 30/06/2011 | 17:44:04 | Verificando Processos abertos no período de: 1 dias...
 30/06/2011 | 17:44:04 | Processos abertos no período: 121
 30/06/2011 | 17:44:04 | Gravando e-Mail automático...
 30/06/2011 | 17:44:05 | Gravando data do aviso no parâmetro.
 30/06/2011 | 17:44:05 | Gerando e-mail para: Maria Eduarda...
 30/06/2011 | 17:44:05 | Verificando Processos abertos no período de: 1 dias...
 30/06/2011 | 17:44:05 | Processos abertos no período: 121
 30/06/2011 | 17:44:05 | Gravando e-Mail automático...
 30/06/2011 | 17:44:05 | Gravando data do aviso no parâmetro.
 30/06/2011 | 17:44:05 | Gerando e-mail para: Manuel Marques...
 30/06/2011 | 17:44:05 | Verificando Processos abertos no período de: 1 dias...
 30/06/2011 | 17:44:05 | Processos abertos no período: 121
 30/06/2011 | 17:44:05 | Gravando e-Mail automático...
 30/06/2011 | 17:44:05 | Gravando data do aviso no parâmetro.
