    DATA    |   HORA   | DESCRIÇÃO 
 13/07/2011 | 09:22:21 | >>> INICIANDO O PROCESSAMENTO DO APAD
 13/07/2011 | 09:22:21 | Gerando e-mail para: Leandro Serra...
 13/07/2011 | 09:22:21 | Verificando Processos Aguardando Desembaraço:
 13/07/2011 | 09:24:40 | >>> INICIANDO O PROCESSAMENTO DO APAD
 13/07/2011 | 09:24:40 | Gerando e-mail para: Leandro Serra...
 13/07/2011 | 09:24:40 | Verificando Processos Aguardando Desembaraço:
 13/07/2011 | 09:25:48 | Gravando e-Mail automático...
 13/07/2011 | 09:26:08 | >>> INICIANDO O PROCESSAMENTO DO APAD
 13/07/2011 | 09:26:08 | Gerando e-mail para: Leandro Serra...
 13/07/2011 | 09:26:08 | Verificando Processos Aguardando Desembaraço:
 13/07/2011 | 09:26:54 | Gravando e-Mail automático...
 13/07/2011 | 09:31:45 | >>> INICIANDO O PROCESSAMENTO DO APAD
 13/07/2011 | 09:31:45 | Gerando e-mail para: Leandro Serra...
 13/07/2011 | 09:31:45 | Verificando Processos Aguardando Desembaraço:
 13/07/2011 | 09:35:36 | Gravando e-Mail automático...
 13/07/2011 | 09:35:48 | Gravando data do aviso no parâmetro.
 13/07/2011 | 09:35:48 | >>> FINALIZANDO O PROCESSAMENTO DO APAD
 13/07/2011 | 10:51:07 | >>> INICIANDO O PROCESSAMENTO DO APAD
 13/07/2011 | 10:51:07 | Gerando e-mail para: Leandro Serra...
 13/07/2011 | 10:51:07 | Verificando Processos Aguardando Desembaraço:
 13/07/2011 | 10:51:19 | Gravando e-Mail automático...
 13/07/2011 | 10:51:31 | Gravando data do aviso no parâmetro.
 13/07/2011 | 10:51:31 | >>> FINALIZANDO O PROCESSAMENTO DO APAD
 13/07/2011 | 11:17:19 | >>> INICIANDO O PROCESSAMENTO DO APAD
 13/07/2011 | 11:17:19 | Gerando e-mail para: Leandro Serra...
 13/07/2011 | 11:17:19 | Verificando Processos Aguardando Desembaraço:
 13/07/2011 | 11:17:29 | Gravando e-Mail automático...
 13/07/2011 | 11:17:29 | Gravando data do aviso no parâmetro.
 13/07/2011 | 11:17:29 | >>> FINALIZANDO O PROCESSAMENTO DO APAD
 13/07/2011 | 11:29:08 | >>> INICIANDO O PROCESSAMENTO DO APAD
 13/07/2011 | 11:29:08 | Gerando e-mail para: Leandro Serra...
 13/07/2011 | 11:29:08 | Verificando Processos Aguardando Desembaraço:
 13/07/2011 | 11:29:16 | Gravando e-Mail automático...
 13/07/2011 | 11:29:16 | Gravando data do aviso no parâmetro.
 13/07/2011 | 11:29:16 | >>> FINALIZANDO O PROCESSAMENTO DO APAD
 13/07/2011 | 11:34:29 | >>> INICIANDO O PROCESSAMENTO DO APAD
 13/07/2011 | 11:34:29 | Gerando e-mail para: Leandro Serra...
 13/07/2011 | 11:34:29 | Verificando Processos Aguardando Desembaraço:
 13/07/2011 | 11:34:31 | Gravando e-Mail automático...
 13/07/2011 | 11:34:32 | Gravando data do aviso no parâmetro.
 13/07/2011 | 11:34:32 | >>> FINALIZANDO O PROCESSAMENTO DO APAD
 13/07/2011 | 11:36:24 | >>> INICIANDO O PROCESSAMENTO DO APAD
 13/07/2011 | 11:36:24 | Gerando e-mail para: Leandro Serra...
 13/07/2011 | 11:36:24 | Verificando Processos Aguardando Desembaraço:
 13/07/2011 | 11:36:31 | Gravando e-Mail automático...
 13/07/2011 | 11:36:32 | Gravando data do aviso no parâmetro.
 13/07/2011 | 11:36:32 | >>> FINALIZANDO O PROCESSAMENTO DO APAD
 13/07/2011 | 11:40:24 | >>> INICIANDO O PROCESSAMENTO DO APAD
 13/07/2011 | 11:40:24 | Gerando e-mail para: Leandro Serra...
 13/07/2011 | 11:40:24 | Verificando Processos Aguardando Desembaraço:
 13/07/2011 | 11:44:30 | >>> INICIANDO O PROCESSAMENTO DO APAD
 13/07/2011 | 11:44:30 | Gerando e-mail para: Leandro Serra...
 13/07/2011 | 11:44:30 | Verificando Processos Aguardando Desembaraço:
 13/07/2011 | 11:45:17 | Gravando e-Mail automático...
 13/07/2011 | 11:45:17 | Gravando data do aviso no parâmetro.
 13/07/2011 | 11:45:17 | >>> FINALIZANDO O PROCESSAMENTO DO APAD
 13/07/2011 | 12:08:18 | >>> INICIANDO O PROCESSAMENTO DO APAD
 13/07/2011 | 12:08:18 | Gerando e-mail para: Leandro Serra...
 13/07/2011 | 12:08:18 | Verificando Processos Aguardando Desembaraço:
 13/07/2011 | 12:08:18 | Gravando e-Mail automático...
 13/07/2011 | 12:08:18 | Gravando data do aviso no parâmetro.
 13/07/2011 | 12:08:18 | >>> FINALIZANDO O PROCESSAMENTO DO APAD
 13/07/2011 | 12:14:56 | >>> INICIANDO O PROCESSAMENTO DO APAD
 13/07/2011 | 12:14:56 | Gerando e-mail para: Leandro Serra...
 13/07/2011 | 12:14:56 | Verificando Processos Aguardando Desembaraço:
 13/07/2011 | 12:18:22 | >>> INICIANDO O PROCESSAMENTO DO APAD
 13/07/2011 | 12:18:22 | Gerando e-mail para: Leandro Serra...
 13/07/2011 | 12:18:22 | Verificando Processos Aguardando Desembaraço:
 13/07/2011 | 12:19:13 | Gravando e-Mail automático...
 13/07/2011 | 12:19:13 | Gravando data do aviso no parâmetro.
 13/07/2011 | 12:19:13 | >>> FINALIZANDO O PROCESSAMENTO DO APAD
 13/07/2011 | 14:09:04 | >>> INICIANDO O PROCESSAMENTO DO APAD
 13/07/2011 | 14:09:04 | Gerando e-mail para: Leandro Serra...
 13/07/2011 | 14:09:04 | Verificando Processos Aguardando Desembaraço:
 13/07/2011 | 14:09:05 | Gravando e-Mail automático...
 13/07/2011 | 14:09:05 | Gravando data do aviso no parâmetro.
