    DATA    |   HORA   | DESCRIÇÃO 
 01/07/2011 | 16:34:33 | >>> INICIANDO O PROCESSAMENTO DO APA
 01/07/2011 | 16:34:33 | Gerando e-mail para: Manuel Marques...
 01/07/2011 | 16:34:33 | Verificando Processos abertos no período de: 1 dias...
 01/07/2011 | 16:36:03 | >>> INICIANDO O PROCESSAMENTO DO APA
 01/07/2011 | 16:36:03 | Gerando e-mail para: Manuel Marques...
 01/07/2011 | 16:36:03 | Verificando Processos abertos no período de: 1 dias...
 01/07/2011 | 16:37:27 | >>> INICIANDO O PROCESSAMENTO DO APA
 01/07/2011 | 16:37:27 | Gerando e-mail para: Manuel Marques...
 01/07/2011 | 16:37:27 | Verificando Processos abertos no período de: 1 dias...
 01/07/2011 | 16:39:36 | >>> INICIANDO O PROCESSAMENTO DO APA
 01/07/2011 | 16:39:36 | Gerando e-mail para: Manuel Marques...
 01/07/2011 | 16:39:36 | Verificando Processos abertos no período de: 1 dias...
 01/07/2011 | 16:39:53 | >>> INICIANDO O PROCESSAMENTO DO APA
 01/07/2011 | 16:39:53 | Gerando e-mail para: Manuel Marques...
 01/07/2011 | 16:39:53 | Verificando Processos abertos no período de: 1 dias...
 01/07/2011 | 16:45:11 | >>> INICIANDO O PROCESSAMENTO DO APA
 01/07/2011 | 16:45:11 | Gerando e-mail para: Manuel Marques...
 01/07/2011 | 16:45:11 | Verificando Processos abertos no período de: 1 dias...
 01/07/2011 | 16:46:16 | >>> INICIANDO O PROCESSAMENTO DO APA
 01/07/2011 | 16:46:16 | Gerando e-mail para: Manuel Marques...
 01/07/2011 | 16:46:16 | Verificando Processos abertos no período de: 1 dias...
 01/07/2011 | 16:46:20 | Processos abertos no período: 49
 01/07/2011 | 16:46:20 | Gravando e-Mail automático...
 01/07/2011 | 16:46:21 | Gravando data do aviso no parâmetro.
 01/07/2011 | 16:46:21 | Gerando e-mail para: Maria Eduarda...
 01/07/2011 | 16:46:21 | Verificando Processos abertos no período de: 1 dias...
 01/07/2011 | 16:46:24 | Processos abertos no período: 49
 01/07/2011 | 16:46:24 | Gravando e-Mail automático...
 01/07/2011 | 16:46:24 | Gravando data do aviso no parâmetro.
 01/07/2011 | 16:46:24 | Gerando e-mail para: Manuel Marques...
 01/07/2011 | 16:46:24 | Verificando Processos abertos no período de: 1 dias...
 01/07/2011 | 16:46:24 | Processos abertos no período: 49
 01/07/2011 | 16:46:24 | Gravando e-Mail automático...
 01/07/2011 | 16:46:24 | Gravando data do aviso no parâmetro.
 01/07/2011 | 16:46:24 | Gerando e-mail para: Maria Eduarda...
 01/07/2011 | 16:46:24 | Verificando Processos abertos no período de: 1 dias...
 01/07/2011 | 16:46:24 | Processos abertos no período: 49
 01/07/2011 | 16:46:24 | Gravando e-Mail automático...
 01/07/2011 | 16:46:24 | Gravando data do aviso no parâmetro.
 01/07/2011 | 16:46:24 | Gerando e-mail para: Manuel Marques...
 01/07/2011 | 16:46:24 | Verificando Processos abertos no período de: 1 dias...
 01/07/2011 | 16:46:24 | Processos abertos no período: 49
 01/07/2011 | 16:46:24 | Gravando e-Mail automático...
 01/07/2011 | 16:46:24 | Gravando data do aviso no parâmetro.
 01/07/2011 | 16:46:24 | Gerando e-mail para: Maria Eduarda...
 01/07/2011 | 16:46:24 | Verificando Processos abertos no período de: 1 dias...
 01/07/2011 | 16:46:24 | Processos abertos no período: 49
 01/07/2011 | 16:46:24 | Gravando e-Mail automático...
 01/07/2011 | 16:46:24 | Gravando data do aviso no parâmetro.
 01/07/2011 | 16:46:24 | >>> FINALIZANDO O PROCESSAMENTO DO APA
