    DATA    |   HORA   | DESCRIÇÃO 
 03/04/2013 | 11:28:12 | >>> INICIANDO O PROCESSAMENTO DO APenC
 03/04/2013 | 11:28:22 | GERANDO RELAÇÃO DAS PENDÊNCIAS DOS PROCESSOS
 03/04/2013 | 11:28:23 | ANALISANDO CLIENTE(S): ACAMIN NAVEGAÇÃO E SERVIÇOS MARÍTIMOS LTDA
 03/04/2013 | 11:28:26 | Total de Processos: 0
 03/04/2013 | 11:28:26 | ANALISANDO CLIENTE(S): AGR DRILLING SERVICES DO BRASIL LTDA.
 03/04/2013 | 11:28:26 | Total de Processos: 0
 03/04/2013 | 11:28:27 | ANALISANDO CLIENTE(S): ALPHATEC S/A
 03/04/2013 | 11:28:28 | Total de Processos: 0
 03/04/2013 | 11:28:28 | ANALISANDO CLIENTE(S): ANADARKO EXPLORAÇÃO E PROD. DE PETROLEO E GAS NATURAL LTDA
 03/04/2013 | 11:28:29 | Total de Processos: 0
 03/04/2013 | 11:28:29 | ANALISANDO CLIENTE(S): ANADARKO EXPLORAÇÃO E PRODUÇÃO DE PETROLEO E GAS NATURAL LTD
 03/04/2013 | 11:28:30 | Total de Processos: 0
 03/04/2013 | 11:28:32 | ANALISANDO CLIENTE(S): ANADARKO EXPLORAÇÃO E PRODUÇÃO DE PETROLEO E GÁS NATURAL LTDA
 03/04/2013 | 11:28:33 | Total de Processos: 0
 03/04/2013 | 11:28:34 | ANALISANDO CLIENTE(S): ASSOCIAÇÃO DOS AMIGOS DA ANTIGA SE
 03/04/2013 | 11:28:35 | Total de Processos: 0
 03/04/2013 | 11:28:35 | ANALISANDO CLIENTE(S): ASTRO INTERNACIONAL S/A
 03/04/2013 | 11:28:36 | Total de Processos: 0
 03/04/2013 | 11:28:36 | ANALISANDO CLIENTE(S): ASTROMARITIMA NAVEGAÇÃO S.A.
 03/04/2013 | 11:28:37 | Total de Processos: 0
 03/04/2013 | 11:28:37 | ANALISANDO CLIENTE(S): ASTROMARITIMA NAVEGAÇÃO S/A
 03/04/2013 | 11:28:38 | Total de Processos: 0
 03/04/2013 | 11:28:39 | ANALISANDO CLIENTE(S): ASTROMARITIMA NAVEGAÇÃO S/A
 03/04/2013 | 11:28:40 | Total de Processos: 0
 03/04/2013 | 11:28:40 | ANALISANDO CLIENTE(S): AXA ENGENHARIA SUBMARINA LTDA
 03/04/2013 | 11:28:42 | Total de Processos: 0
 03/04/2013 | 11:28:42 | ANALISANDO CLIENTE(S): BART SWAUWAERT
 03/04/2013 | 11:28:43 | Total de Processos: 0
 03/04/2013 | 11:28:43 | ANALISANDO CLIENTE(S): BCH ENERGY DO BRASIL SERVIÇOS DE PETROLEO LTDA
 03/04/2013 | 11:28:44 | Total de Processos: 0
 03/04/2013 | 11:28:44 | ANALISANDO CLIENTE(S): BCH ENERGY DO BRASIL SERVIÇOS DE PETROLEO LTDA
 03/04/2013 | 11:28:47 | Total de Processos: 0
 03/04/2013 | 11:28:47 | ANALISANDO CLIENTE(S): BCH ENERGY DO BRASIL SERVIÇOS DE PETROLEO LTDA
 03/04/2013 | 11:28:50 | Total de Processos: 0
 03/04/2013 | 11:28:50 | ANALISANDO CLIENTE(S): BCH ENERGY DO BRASIL SERVIÇOS DE PETROLEO LTDA
 03/04/2013 | 11:28:51 | Total de Processos: 0
 03/04/2013 | 11:28:51 | ANALISANDO CLIENTE(S): BCH ENERGY DO BRASIL SERVIÇOS DE PETROLEO LTDA
 03/04/2013 | 11:28:52 | Total de Processos: 0
 03/04/2013 | 11:28:52 | ANALISANDO CLIENTE(S): BCH ENERGY DO BRASIL SERVIÇOS DE PETRÓLEO LTDA.
 03/04/2013 | 11:28:54 | Total de Processos: 0
 03/04/2013 | 11:28:54 | ANALISANDO CLIENTE(S): BELOV ENGENHARIA LTDA
 03/04/2013 | 11:28:55 | Total de Processos: 0
 03/04/2013 | 11:28:55 | ANALISANDO CLIENTE(S): BELOV ENGENHARIA LTDA
 03/04/2013 | 11:28:57 | Total de Processos: 0
 03/04/2013 | 11:28:57 | ANALISANDO CLIENTE(S): BG E & P BRASIL LTDA
 03/04/2013 | 11:28:59 | Total de Processos: 0
 03/04/2013 | 11:28:59 | ANALISANDO CLIENTE(S): BG E & P BRASIL LTDA.
 03/04/2013 | 11:29:01 | Total de Processos: 0
 03/04/2013 | 11:29:01 | ANALISANDO CLIENTE(S): BG E & P BRASIL LTDA.
 03/04/2013 | 11:29:02 | Total de Processos: 0
 03/04/2013 | 11:29:02 | ANALISANDO CLIENTE(S): BLACKHAWK SPECIALTY TOOLS DO BRASIL SERVIÇOS DE PETROLEO LTD
 03/04/2013 | 11:29:03 | Total de Processos: 0
 03/04/2013 | 11:29:03 | ANALISANDO CLIENTE(S): BOURBON OFFSHORE MARITIMA S. A.
 03/04/2013 | 11:29:04 | Total de Processos: 0
 03/04/2013 | 11:29:04 | ANALISANDO CLIENTE(S): BOURBON OFFSHORE MARITIMA S. A.
 03/04/2013 | 11:29:06 | Total de Processos: 0
 03/04/2013 | 11:29:06 | ANALISANDO CLIENTE(S): BOURBON OFFSHORE MARITIMA S.A.
 03/04/2013 | 11:29:07 | Total de Processos: 0
 03/04/2013 | 11:29:07 | ANALISANDO CLIENTE(S): BOURBON OFFSHORE MARITIMA S.A.
 03/04/2013 | 11:29:08 | Total de Processos: 0
 03/04/2013 | 11:29:09 | ANALISANDO CLIENTE(S): BOURBON OFFSHORE MARITIMA S.A.
 03/04/2013 | 11:29:13 | Total de Processos: 0
 03/04/2013 | 11:29:13 | ANALISANDO CLIENTE(S): BP BRASIL LTDA
 03/04/2013 | 11:29:15 | Total de Processos: 0
 03/04/2013 | 11:29:15 | ANALISANDO CLIENTE(S): BP ENERGY DO BRASIL LTDA
 03/04/2013 | 11:29:16 | Total de Processos: 0
 03/04/2013 | 11:29:16 | ANALISANDO CLIENTE(S): BP ENERGY DO BRASIL LTDA
 03/04/2013 | 11:29:18 | Total de Processos: 0
 03/04/2013 | 11:29:18 | ANALISANDO CLIENTE(S): BP ENERGY DO BRASIL LTDA
 03/04/2013 | 11:29:19 | Total de Processos: 0
 03/04/2013 | 11:29:19 | ANALISANDO CLIENTE(S): BP ENERGY DO BRASIL LTDA.
 03/04/2013 | 11:29:20 | Total de Processos: 0
 03/04/2013 | 11:29:20 | ANALISANDO CLIENTE(S): BRAZILWAYS COMERCIAL IMPORTADORA E EXPORTADORA LTDA
 03/04/2013 | 11:29:21 | Total de Processos: 0
 03/04/2013 | 11:29:22 | ANALISANDO CLIENTE(S): BUCKA - INDUSTRIA E COMERCIO LTDA
 03/04/2013 | 11:29:24 | Total de Processos: 0
 03/04/2013 | 11:29:24 | ANALISANDO CLIENTE(S): BW OFFSHORE DO BRASIL LTDA
 03/04/2013 | 11:29:28 | Total de Processos: 0
 03/04/2013 | 11:29:28 | ANALISANDO CLIENTE(S): C & C TECHNOLOGIES DO BRASIL LTDA
 03/04/2013 | 11:29:33 | Total de Processos: 0
 03/04/2013 | 11:29:33 | ANALISANDO CLIENTE(S): CALDRILLING SOLUÇÕES DE PERFURAÇÃO LTDA -ME
 03/04/2013 | 11:29:34 | Total de Processos: 0
 03/04/2013 | 11:29:34 | ANALISANDO CLIENTE(S): CANDELÁRIA PETRÓLEO LTDA.
 03/04/2013 | 11:29:35 | Total de Processos: 0
 03/04/2013 | 11:29:35 | ANALISANDO CLIENTE(S): CARL BECHEM E KYODO YUSHI DO BRASIL COMERCIO DE LUBRIFICANTES LTDA
 03/04/2013 | 11:29:36 | Total de Processos: 0
 03/04/2013 | 11:29:36 | ANALISANDO CLIENTE(S): CGG DO BRASIL PARTICIPAÇÕES LTDA
 03/04/2013 | 11:29:39 | Total de Processos: 0
 03/04/2013 | 11:29:39 | ANALISANDO CLIENTE(S): CHRISTIAN BERNHARD ECKARDT
 03/04/2013 | 11:29:40 | Total de Processos: 0
 03/04/2013 | 11:29:40 | ANALISANDO CLIENTE(S): C-INNOVATION DO BRASIL SERVIÇOS DE ROBOTICA SUBMARINA LTDA
 03/04/2013 | 11:29:41 | Total de Processos: 0
 03/04/2013 | 11:29:41 | ANALISANDO CLIENTE(S): CLARO S. A.
 03/04/2013 | 11:29:42 | Total de Processos: 0
 03/04/2013 | 11:29:42 | ANALISANDO CLIENTE(S): CLARO S.A.
 03/04/2013 | 11:29:44 | Total de Processos: 0
 03/04/2013 | 11:29:44 | ANALISANDO CLIENTE(S): CLARO S.A.
 03/04/2013 | 11:29:45 | Total de Processos: 0
 03/04/2013 | 11:29:45 | ANALISANDO CLIENTE(S): CLARO S.A.
 03/04/2013 | 11:29:46 | Total de Processos: 0
 03/04/2013 | 11:29:46 | ANALISANDO CLIENTE(S): CONSTRUTORA NORBERTO ODEBRECHT S A
